season,matchday,match,home,guest,homegoals,guestgoals
2013/14,23,7,Bayern,Schalke,5,1
2013/14,23,8,Hoffenheim,Wolfsburg,6,2
2013/14,23,9,E. Frankfurt,Stuttgart,2,1
2013/14,22,1,Schalke,Mainz,0,0
2013/14,22,2,Gladbach,Hoffenheim,2,2
2013/14,22,3,Stuttgart,Hertha,1,2
2013/14,22,4,Nürnberg,Braunschweig,2,1
2013/14,22,5,Freiburg,Augsburg,2,4
2013/14,22,6,HSV,Dortmund,3,0
2013/14,22,7,Wolfsburg,Leverkusen,3,1
2013/14,22,8,E. Frankfurt,Bremen,0,0
2013/14,22,9,Hannover,Bayern,0,4
2013/14,21,1,Mainz,Hannover,2,0
2013/14,21,2,Dortmund,E. Frankfurt,4,0
2013/14,21,3,Bayern,Freiburg,4,0
2013/14,21,4,Bremen,Gladbach,1,1
2013/14,21,5,Hoffenheim,Stuttgart,4,1
2013/14,21,6,Braunschweig,HSV,4,2
2013/14,21,7,Leverkusen,Schalke,1,2
2013/14,21,8,Augsburg,Nürnberg,0,1
2013/14,21,9,Hertha,Wolfsburg,1,2
2013/14,20,1,Gladbach,Leverkusen,0,1
2013/14,20,2,Wolfsburg,Mainz,3,0
2013/14,20,3,Bremen,Dortmund,1,5
2013/14,20,4,Nürnberg,Bayern,0,2
2013/14,20,5,Freiburg,Hoffenheim,1,1
2013/14,20,6,E. Frankfurt,Braunschweig,3,0
2013/14,20,7,HSV,Hertha,0,3
2013/14,20,8,Stuttgart,Augsburg,1,4
2013/14,20,9,Schalke,Hannover,2,0
2013/14,19,1,Braunschweig,Dortmund,1,2
2013/14,19,2,Schalke,Wolfsburg,2,1
2013/14,19,3,Leverkusen,Stuttgart,2,1
2013/14,19,4,Hoffenheim,HSV,3,0
2013/14,19,5,Mainz,Freiburg,2,0
2013/14,19,6,Augsburg,Bremen,3,1
2013/14,19,7,Hannover,Gladbach,3,1
2013/14,19,8,Hertha,Nürnberg,1,3
2013/14,19,9,Bayern,E. Frankfurt,5,0
2013/14,18,1,Gladbach,Bayern,0,2
2013/14,18,2,Dortmund,Augsburg,2,2
2013/14,18,3,Stuttgart,Mainz,1,2
2013/14,18,4,Wolfsburg,Hannover,1,3
2013/14,18,5,Nürnberg,Hoffenheim,4,0
2013/14,18,6,Freiburg,Leverkusen,3,2
2013/14,18,7,E. Frankfurt,Hertha,1,0
2013/14,18,8,Bremen,Braunschweig,0,0
2013/14,18,9,HSV,Schalke,0,3
2013/14,17,1,E. Frankfurt,Augsburg,1,1
2013/14,17,2,Dortmund,Hertha,1,2
2013/14,17,3,Bremen,Leverkusen,1,0
2013/14,17,4,Freiburg,Hannover,2,1
2013/14,17,5,HSV,Mainz,2,3
2013/14,17,6,Braunschweig,Hoffenheim,1,0
2013/14,17,7,Nürnberg,Schalke,0,0
2013/14,17,8,Gladbach,Wolfsburg,2,2
2013/14,17,9,Stuttgart,Bayern,1,2
2013/14,16,1,Hertha,Bremen,3,2
2013/14,16,2,Bayern,HSV,3,1
2013/14,16,3,Hannover,Nürnberg,3,3
2013/14,16,4,Hoffenheim,Dortmund,2,2
2013/14,16,5,Mainz,Gladbach,0,0
2013/14,16,6,Augsburg,Braunschweig,4,1
2013/14,16,7,Wolfsburg,Stuttgart,3,1
2013/14,16,8,Schalke,Freiburg,2,0
2013/14,16,9,Leverkusen,E. Frankfurt,0,1
2013/14,15,1,Nürnberg,Mainz,1,1
2013/14,15,2,Gladbach,Schalke,2,1
2013/14,15,3,Stuttgart,Hannover,4,2
2013/14,15,4,Bremen,Bayern,0,7
2013/14,15,5,HSV,Augsburg,0,1
2013/14,15,6,E. Frankfurt,Hoffenheim,1,2
2013/14,15,7,Dortmund,Leverkusen,0,1
2013/14,15,8,Freiburg,Wolfsburg,0,3
2013/14,15,9,Braunschweig,Hertha,0,2
2013/14,14,1,Wolfsburg,HSV,1,1
2013/14,14,2,Bayern,Braunschweig,2,0
2013/14,14,3,Leverkusen,Nürnberg,3,0
2013/14,14,4,Hoffenheim,Bremen,4,4
2013/14,14,5,Mainz,Dortmund,1,3
2013/14,14,6,Hertha,Augsburg,0,0
2013/14,14,7,Schalke,Stuttgart,3,0
2013/14,14,8,Hannover,E. Frankfurt,2,0
2013/14,14,9,Gladbach,Freiburg,1,0
2013/14,13,1,Stuttgart,Gladbach,0,2
2013/14,13,2,Nürnberg,Wolfsburg,1,1
2013/14,13,3,Augsburg,Hoffenheim,2,0
2013/14,13,4,Braunschweig,Freiburg,0,1
2013/14,13,5,E. Frankfurt,Schalke,3,3
2013/14,13,6,Hertha,Leverkusen,0,1
2013/14,13,7,Dortmund,Bayern,0,3
2013/14,13,8,HSV,Hannover,3,1
2013/14,13,9,Bremen,Mainz,2,3
2013/14,12,1,Hannover,Braunschweig,0,0
2013/14,12,2,Bayern,Augsburg,3,0
2013/14,12,3,Schalke,Bremen,3,1
2013/14,12,4,Leverkusen,HSV,5,3
2013/14,12,5,Wolfsburg,Dortmund,2,1
2013/14,12,6,Hoffenheim,Hertha,2,3
2013/14,12,7,Gladbach,Nürnberg,3,1
2013/14,12,8,Mainz,E. Frankfurt,1,0
2013/14,12,9,Freiburg,Stuttgart,1,3
2013/14,11,1,Dortmund,Stuttgart,6,1
2013/14,11,2,Nürnberg,Freiburg,0,3
2013/14,11,3,Hoffenheim,Bayern,1,2
2013/14,11,4,HSV,Gladbach,0,2
2013/14,11,5,Braunschweig,Leverkusen,1,0
2013/14,11,6,Hertha,Schalke,0,2
2013/14,11,7,E. Frankfurt,Wolfsburg,1,2
2013/14,11,8,Augsburg,Mainz,2,1
2013/14,11,9,Bremen,Hannover,3,2
2013/14,10,1,Stuttgart,Nürnberg,1,1
2013/14,10,2,Bayern,Hertha,3,2
2013/14,10,3,Schalke,Dortmund,1,3
2013/14,10,4,Leverkusen,Augsburg,2,1
2013/14,10,5,Hannover,Hoffenheim,1,4
2013/14,10,6,Mainz,Braunschweig,2,0
2013/14,10,7,Wolfsburg,Bremen,3,0
2013/14,10,8,Freiburg,HSV,0,3
2013/14,10,9,Gladbach,E. Frankfurt,4,1
2013/14,9,1,Hoffenheim,Leverkusen,1,2
2013/14,9,2,Dortmund,Hannover,1,0
2013/14,9,3,Bayern,Mainz,4,1
2013/14,9,4,Bremen,Freiburg,0,0
2013/14,9,5,Braunschweig,Schalke,2,3
2013/14,9,6,E. Frankfurt,Nürnberg,1,1
2013/14,9,7,Hertha,Gladbach,1,0
2013/14,9,8,HSV,Stuttgart,3,3
2013/14,9,9,Augsburg,Wolfsburg,1,2
2013/14,8,1,Hannover,Hertha,1,1
2013/14,8,2,Schalke,Augsburg,4,1
2013/14,8,3,Gladbach,Dortmund,2,0
2013/14,8,4,Stuttgart,Bremen,1,1
2013/14,8,5,Wolfsburg,Braunschweig,0,2
2013/14,8,6,Mainz,Hoffenheim,2,2
2013/14,8,7,Leverkusen,Bayern,1,1
2013/14,8,8,Nürnberg,HSV,0,5
2013/14,8,9,Freiburg,E. Frankfurt,1,1
2013/14,7,1,Augsburg,Gladbach,2,2
2013/14,7,2,Dortmund,Freiburg,5,0
2013/14,7,3,Bayern,Wolfsburg,1,0
2013/14,7,4,Leverkusen,Hannover,2,0
2013/14,7,5,Hoffenheim,Schalke,3,3
2013/14,7,6,Hertha,Mainz,3,1
2013/14,7,7,E. Frankfurt,HSV,2,2
2013/14,7,8,Bremen,Nürnberg,3,3
2013/14,7,9,Braunschweig,Stuttgart,0,4
2013/14,6,1,Gladbach,Braunschweig,4,1
2013/14,6,2,Hannover,Augsburg,2,1
2013/14,6,3,Wolfsburg,Hoffenheim,2,1
2013/14,6,4,Nürnberg,Dortmund,1,1
2013/14,6,5,Mainz,Leverkusen,1,4
2013/14,6,6,HSV,Bremen,0,2
2013/14,6,7,Schalke,Bayern,0,4
2013/14,6,8,Freiburg,Hertha,1,1
2013/14,6,9,Stuttgart,E. Frankfurt,1,1
2013/14,5,1,Hertha,Stuttgart,0,1
2013/14,5,2,Bayern,Hannover,2,0
2013/14,5,3,Leverkusen,Wolfsburg,3,1
2013/14,5,4,Bremen,E. Frankfurt,0,3
2013/14,5,5,Mainz,Schalke,0,1
2013/14,5,6,Augsburg,Freiburg,2,1
2013/14,5,7,Dortmund,HSV,6,2
2013/14,5,8,Hoffenheim,Gladbach,2,1
2013/14,5,9,Braunschweig,Nürnberg,1,1
2013/14,4,1,Freiburg,Bayern,1,1
2013/14,4,2,Gladbach,Bremen,4,1
2013/14,4,3,Hannover,Mainz,4,1
2013/14,4,4,Wolfsburg,Hertha,2,0
2013/14,4,5,Nürnberg,Augsburg,0,1
2013/14,4,6,HSV,Braunschweig,4,0
2013/14,4,7,Schalke,Leverkusen,2,0
2013/14,4,8,Stuttgart,Hoffenheim,6,2
2013/14,4,9,E. Frankfurt,Dortmund,1,2
2013/14,3,1,Dortmund,Bremen,1,0
2013/14,3,2,Bayern,Nürnberg,2,0
2013/14,3,3,Leverkusen,Gladbach,4,2
2013/14,3,4,Hannover,Schalke,2,1
2013/14,3,5,Hoffenheim,Freiburg,3,3
2013/14,3,6,Mainz,Wolfsburg,2,0
2013/14,3,7,Hertha,HSV,1,0
2013/14,3,8,Braunschweig,E. Frankfurt,0,2
2013/14,3,9,Augsburg,Stuttgart,2,1
2013/14,2,1,Stuttgart,Leverkusen,0,1
2013/14,2,2,Wolfsburg,Schalke,4,0
2013/14,2,3,Bremen,Augsburg,1,0
2013/14,2,4,Freiburg,Mainz,1,2
2013/14,2,5,HSV,Hoffenheim,1,5
2013/14,2,6,E. Frankfurt,Bayern,0,1
2013/14,2,7,Gladbach,Hannover,3,0
2013/14,2,8,Nürnberg,Hertha,2,2
2013/14,2,9,Dortmund,Braunschweig,2,1
2013/14,1,1,Bayern,Gladbach,3,1
2013/14,1,2,Hoffenheim,Nürnberg,2,2
2013/14,1,3,Leverkusen,Freiburg,3,1
2013/14,1,4,Hannover,Wolfsburg,2,0
2013/14,1,5,Augsburg,Dortmund,0,4
2013/14,1,6,Hertha,E. Frankfurt,6,1
2013/14,1,7,Braunschweig,Bremen,0,1
2013/14,1,8,Mainz,Stuttgart,3,2
2013/14,1,9,Schalke,HSV,3,3
2012/13,34,1,Dortmund,Hoffenheim,1,2
2012/13,34,2,Gladbach,Bayern,3,4
2012/13,34,3,Stuttgart,Mainz,2,2
2012/13,34,4,Hannover,Düsseldorf,3,0
2012/13,34,5,Nürnberg,Bremen,3,2
2012/13,34,6,Freiburg,Schalke,1,2
2012/13,34,7,Augsburg,Fürth,3,1
2012/13,34,8,HSV,Leverkusen,0,1
2012/13,34,9,E. Frankfurt,Wolfsburg,2,2
2012/13,33,1,Bayern,Augsburg,3,0
2012/13,33,2,Schalke,Stuttgart,1,2
2012/13,33,3,Leverkusen,Hannover,3,1
2012/13,33,4,Wolfsburg,Dortmund,3,3
2012/13,33,5,Bremen,E. Frankfurt,1,1
2012/13,33,6,Hoffenheim,HSV,1,4
2012/13,33,7,Mainz,Gladbach,2,4
2012/13,33,8,Fürth,Freiburg,1,2
2012/13,33,9,Düsseldorf,Nürnberg,1,2
2012/13,32,1,Gladbach,Schalke,0,1
2012/13,32,2,Stuttgart,Fürth,0,2
2012/13,32,3,Hannover,Mainz,2,2
2012/13,32,4,Bremen,Hoffenheim,2,2
2012/13,32,5,Nürnberg,Leverkusen,0,2
2012/13,32,6,E. Frankfurt,Düsseldorf,3,1
2012/13,32,7,Dortmund,Bayern,1,1
2012/13,32,8,Freiburg,Augsburg,2,0
2012/13,32,9,HSV,Wolfsburg,1,1
2012/13,31,1,Fürth,Hannover,2,3
2012/13,31,2,Bayern,Freiburg,1,0
2012/13,31,3,Leverkusen,Bremen,1,0
2012/13,31,4,Wolfsburg,Gladbach,3,1
2012/13,31,5,Hoffenheim,Nürnberg,2,1
2012/13,31,6,Augsburg,Stuttgart,3,0
2012/13,31,7,Düsseldorf,Dortmund,1,2
2012/13,31,8,Mainz,E. Frankfurt,0,0
2012/13,31,9,Schalke,HSV,4,1
2012/13,30,1,Gladbach,Augsburg,1,0
2012/13,30,2,Dortmund,Mainz,2,0
2012/13,30,3,Leverkusen,Hoffenheim,5,0
2012/13,30,4,Hannover,Bayern,1,6
2012/13,30,5,HSV,Düsseldorf,2,1
2012/13,30,6,E. Frankfurt,Schalke,1,0
2012/13,30,7,Bremen,Wolfsburg,0,3
2012/13,30,8,Stuttgart,Freiburg,2,1
2012/13,30,9,Nürnberg,Fürth,0,1
2012/13,29,1,Freiburg,Hannover,3,1
2012/13,29,2,Bayern,Nürnberg,4,0
2012/13,29,3,Wolfsburg,Hoffenheim,2,2
2012/13,29,4,Mainz,HSV,1,2
2012/13,29,5,Fürth,Dortmund,1,6
2012/13,29,6,Düsseldorf,Bremen,2,2
2012/13,29,7,Schalke,Leverkusen,2,2
2012/13,29,8,Stuttgart,Gladbach,2,0
2012/13,29,9,Augsburg,E. Frankfurt,2,0
2012/13,28,1,Hoffenheim,Düsseldorf,3,0
2012/13,28,2,Dortmund,Augsburg,4,2
2012/13,28,3,Gladbach,Fürth,1,0
2012/13,28,4,Leverkusen,Wolfsburg,1,1
2012/13,28,5,Bremen,Schalke,0,2
2012/13,28,6,E. Frankfurt,Bayern,0,1
2012/13,28,7,HSV,Freiburg,0,1
2012/13,28,8,Nürnberg,Mainz,2,1
2012/13,28,9,Hannover,Stuttgart,0,0
2012/13,27,1,Schalke,Hoffenheim,3,0
2012/13,27,2,Stuttgart,Dortmund,1,2
2012/13,27,3,Freiburg,Gladbach,2,0
2012/13,27,4,Mainz,Bremen,1,1
2012/13,27,5,Augsburg,Hannover,0,2
2012/13,27,6,Düsseldorf,Leverkusen,1,4
2012/13,27,7,Bayern,HSV,9,2
2012/13,27,8,Wolfsburg,Nürnberg,2,2
2012/13,27,9,Fürth,E. Frankfurt,2,3
2012/13,26,1,Wolfsburg,Düsseldorf,1,1
2012/13,26,2,Dortmund,Freiburg,5,1
2012/13,26,3,Bremen,Fürth,2,2
2012/13,26,4,Nürnberg,Schalke,3,0
2012/13,26,5,Hoffenheim,Mainz,0,0
2012/13,26,6,HSV,Augsburg,0,1
2012/13,26,7,Leverkusen,Bayern,1,2
2012/13,26,8,E. Frankfurt,Stuttgart,1,2
2012/13,26,9,Gladbach,Hannover,1,0
2012/13,25,1,Augsburg,Nürnberg,1,2
2012/13,25,2,Bayern,Düsseldorf,3,2
2012/13,25,3,Schalke,Dortmund,2,1
2012/13,25,4,Freiburg,Wolfsburg,2,5
2012/13,25,5,Mainz,Leverkusen,1,0
2012/13,25,6,Fürth,Hoffenheim,0,3
2012/13,25,7,Gladbach,Bremen,1,1
2012/13,25,8,Hannover,E. Frankfurt,0,0
2012/13,25,9,Stuttgart,HSV,0,1
2012/13,24,1,E. Frankfurt,Gladbach,0,1
2012/13,24,2,Dortmund,Hannover,3,1
2012/13,24,3,Wolfsburg,Schalke,1,4
2012/13,24,4,Bremen,Augsburg,0,1
2012/13,24,5,Nürnberg,Freiburg,1,1
2012/13,24,6,HSV,Fürth,1,1
2012/13,24,7,Leverkusen,Stuttgart,2,1
2012/13,24,8,Hoffenheim,Bayern,0,1
2012/13,24,9,Düsseldorf,Mainz,1,1
2012/13,23,1,Freiburg,E. Frankfurt,0,0
2012/13,23,2,Bayern,Bremen,6,1
2012/13,23,3,Stuttgart,Nürnberg,1,1
2012/13,23,4,Hannover,HSV,5,1
2012/13,23,5,Mainz,Wolfsburg,1,1
2012/13,23,6,Augsburg,Hoffenheim,2,1
2012/13,23,7,Schalke,Düsseldorf,2,1
2012/13,23,8,Gladbach,Dortmund,1,1
2012/13,23,9,Fürth,Leverkusen,0,0
2012/13,22,1,Wolfsburg,Bayern,0,2
2012/13,22,2,Leverkusen,Augsburg,2,1
2012/13,22,3,Bremen,Freiburg,2,3
2012/13,22,4,Mainz,Schalke,2,2
2012/13,22,5,HSV,Gladbach,1,0
2012/13,22,6,Düsseldorf,Fürth,1,0
2012/13,22,7,Dortmund,E. Frankfurt,3,0
2012/13,22,8,Nürnberg,Hannover,2,2
2012/13,22,9,Hoffenheim,Stuttgart,0,1
2012/13,21,1,Dortmund,HSV,1,4
2012/13,21,2,Gladbach,Leverkusen,3,3
2012/13,21,3,Stuttgart,Bremen,1,4
2012/13,21,4,Hannover,Hoffenheim,1,0
2012/13,21,5,Fürth,Wolfsburg,0,1
2012/13,21,6,E. Frankfurt,Nürnberg,0,0
2012/13,21,7,Bayern,Schalke,4,0
2012/13,21,8,Augsburg,Mainz,1,1
2012/13,21,9,Freiburg,Düsseldorf,1,0
2012/13,20,1,Bremen,Hannover,2,0
2012/13,20,2,Schalke,Fürth,1,2
2012/13,20,3,Wolfsburg,Augsburg,1,1
2012/13,20,4,Hoffenheim,Freiburg,2,1
2012/13,20,5,Mainz,Bayern,0,3
2012/13,20,6,Düsseldorf,Stuttgart,3,1
2012/13,20,7,HSV,E. Frankfurt,0,2
2012/13,20,8,Nürnberg,Gladbach,2,1
2012/13,20,9,Leverkusen,Dortmund,2,3
2012/13,19,1,Dortmund,Nürnberg,3,0
2012/13,19,2,Gladbach,Düsseldorf,2,1
2012/13,19,3,Hannover,Wolfsburg,2,1
2012/13,19,4,Augsburg,Schalke,0,0
2012/13,19,5,Fürth,Mainz,0,3
2012/13,19,6,E. Frankfurt,Hoffenheim,2,1
2012/13,19,7,Freiburg,Leverkusen,0,0
2012/13,19,8,HSV,Bremen,3,2
2012/13,19,9,Stuttgart,Bayern,0,2
2012/13,18,1,Schalke,Hannover,5,4
2012/13,18,2,Bayern,Fürth,2,0
2012/13,18,3,Leverkusen,E. Frankfurt,3,1
2012/13,18,4,Wolfsburg,Stuttgart,2,0
2012/13,18,5,Hoffenheim,Gladbach,0,0
2012/13,18,6,Mainz,Freiburg,0,0
2012/13,18,7,Bremen,Dortmund,0,5
2012/13,18,8,Nürnberg,HSV,1,1
2012/13,18,9,Düsseldorf,Augsburg,2,3
2012/13,17,1,Bayern,Gladbach,1,1
2012/13,17,2,Leverkusen,HSV,3,0
2012/13,17,3,Wolfsburg,E. Frankfurt,0,2
2012/13,17,4,Mainz,Stuttgart,3,1
2012/13,17,5,Fürth,Augsburg,1,1
2012/13,17,6,Düsseldorf,Hannover,2,1
2012/13,17,7,Schalke,Freiburg,1,3
2012/13,17,8,Hoffenheim,Dortmund,1,3
2012/13,17,9,Bremen,Nürnberg,1,1
2012/13,16,1,HSV,Hoffenheim,2,0
2012/13,16,2,Dortmund,Wolfsburg,2,3
2012/13,16,3,Stuttgart,Schalke,3,1
2012/13,16,4,Nürnberg,Düsseldorf,2,0
2012/13,16,5,Freiburg,Fürth,1,0
2012/13,16,6,Augsburg,Bayern,0,2
2012/13,16,7,E. Frankfurt,Bremen,4,1
2012/13,16,8,Gladbach,Mainz,2,0
2012/13,16,9,Hannover,Leverkusen,3,2
2012/13,15,1,Düsseldorf,E. Frankfurt,4,0
2012/13,15,2,Schalke,Gladbach,1,1
2012/13,15,3,Leverkusen,Nürnberg,1,0
2012/13,15,4,Mainz,Hannover,2,1
2012/13,15,5,Augsburg,Freiburg,1,1
2012/13,15,6,Fürth,Stuttgart,0,1
2012/13,15,7,Bayern,Dortmund,1,1
2012/13,15,8,Hoffenheim,Bremen,1,4
2012/13,15,9,Wolfsburg,HSV,1,1
2012/13,14,1,Dortmund,Düsseldorf,1,1
2012/13,14,2,Hannover,Fürth,2,0
2012/13,14,3,HSV,Schalke,3,1
2012/13,14,4,E. Frankfurt,Mainz,1,3
2012/13,14,5,Gladbach,Wolfsburg,2,0
2012/13,14,6,Stuttgart,Augsburg,2,1
2012/13,14,7,Bremen,Leverkusen,1,4
2012/13,14,8,Freiburg,Bayern,0,2
2012/13,14,9,Nürnberg,Hoffenheim,4,2
2012/13,13,1,Düsseldorf,HSV,2,0
2012/13,13,2,Bayern,Hannover,5,0
2012/13,13,3,Schalke,E. Frankfurt,1,1
2012/13,13,4,Wolfsburg,Bremen,1,1
2012/13,13,5,Mainz,Dortmund,1,2
2012/13,13,6,Fürth,Nürnberg,0,0
2012/13,13,7,Freiburg,Stuttgart,3,0
2012/13,13,8,Hoffenheim,Leverkusen,1,2
2012/13,13,9,Augsburg,Gladbach,1,1
2012/13,12,1,Dortmund,Fürth,3,1
2012/13,12,2,Gladbach,Stuttgart,1,2
2012/13,12,3,Hannover,Freiburg,1,2
2012/13,12,4,Nürnberg,Bayern,1,1
2012/13,12,5,HSV,Mainz,1,0
2012/13,12,6,E. Frankfurt,Augsburg,4,2
2012/13,12,7,Leverkusen,Schalke,2,0
2012/13,12,8,Bremen,Düsseldorf,2,1
2012/13,12,9,Hoffenheim,Wolfsburg,1,3
2012/13,11,1,Mainz,Nürnberg,2,1
2012/13,11,2,Bayern,E. Frankfurt,2,0
2012/13,11,3,Schalke,Bremen,2,1
2012/13,11,4,Freiburg,HSV,0,0
2012/13,11,5,Augsburg,Dortmund,1,3
2012/13,11,6,Düsseldorf,Hoffenheim,1,1
2012/13,11,7,Wolfsburg,Leverkusen,3,1
2012/13,11,8,Stuttgart,Hannover,2,4
2012/13,11,9,Fürth,Gladbach,2,4
2012/13,10,1,E. Frankfurt,Fürth,1,1
2012/13,10,2,Dortmund,Stuttgart,0,0
2012/13,10,3,Gladbach,Freiburg,1,1
2012/13,10,4,Hannover,Augsburg,2,0
2012/13,10,5,Nürnberg,Wolfsburg,1,0
2012/13,10,6,Hoffenheim,Schalke,3,2
2012/13,10,7,HSV,Bayern,0,3
2012/13,10,8,Leverkusen,Düsseldorf,3,2
2012/13,10,9,Bremen,Mainz,2,1
2012/13,9,1,Augsburg,HSV,0,2
2012/13,9,2,Schalke,Nürnberg,1,0
2012/13,9,3,Freiburg,Dortmund,0,2
2012/13,9,4,Mainz,Hoffenheim,3,0
2012/13,9,5,Fürth,Bremen,1,1
2012/13,9,6,Düsseldorf,Wolfsburg,1,4
2012/13,9,7,Stuttgart,E. Frankfurt,2,1
2012/13,9,8,Bayern,Leverkusen,1,2
2012/13,9,9,Hannover,Gladbach,2,3
2012/13,8,1,Hoffenheim,Fürth,3,3
2012/13,8,2,Dortmund,Schalke,1,2
2012/13,8,3,Leverkusen,Mainz,2,2
2012/13,8,4,Wolfsburg,Freiburg,0,2
2012/13,8,5,E. Frankfurt,Hannover,3,1
2012/13,8,6,Düsseldorf,Bayern,0,5
2012/13,8,7,Bremen,Gladbach,4,0
2012/13,8,8,Nürnberg,Augsburg,0,0
2012/13,8,9,HSV,Stuttgart,0,1
2012/13,7,1,Augsburg,Bremen,3,1
2012/13,7,2,Bayern,Hoffenheim,2,0
2012/13,7,3,Schalke,Wolfsburg,3,0
2012/13,7,4,Freiburg,Nürnberg,3,0
2012/13,7,5,Mainz,Düsseldorf,1,0
2012/13,7,6,Fürth,HSV,0,1
2012/13,7,7,Gladbach,E. Frankfurt,2,0
2012/13,7,8,Stuttgart,Leverkusen,2,2
2012/13,7,9,Hannover,Dortmund,1,1
2012/13,6,1,Düsseldorf,Schalke,2,2
2012/13,6,2,Leverkusen,Fürth,2,0
2012/13,6,3,Bremen,Bayern,0,2
2012/13,6,4,Nürnberg,Stuttgart,0,2
2012/13,6,5,Hoffenheim,Augsburg,0,0
2012/13,6,6,HSV,Hannover,1,0
2012/13,6,7,Dortmund,Gladbach,5,0
2012/13,6,8,E. Frankfurt,Freiburg,2,1
2012/13,6,9,Wolfsburg,Mainz,0,2
2012/13,5,1,Bayern,Wolfsburg,3,0
2012/13,5,2,Schalke,Mainz,3,0
2012/13,5,3,Fürth,Düsseldorf,0,2
2012/13,5,4,E. Frankfurt,Dortmund,3,3
2012/13,5,5,Gladbach,HSV,2,2
2012/13,5,6,Stuttgart,Hoffenheim,0,3
2012/13,5,7,Hannover,Nürnberg,4,1
2012/13,5,8,Freiburg,Bremen,1,2
2012/13,5,9,Augsburg,Leverkusen,1,3
2012/13,4,1,Nürnberg,E. Frankfurt,1,2
2012/13,4,2,Schalke,Bayern,0,2
2012/13,4,3,Wolfsburg,Fürth,1,1
2012/13,4,4,Mainz,Augsburg,2,0
2012/13,4,5,HSV,Dortmund,3,2
2012/13,4,6,Düsseldorf,Freiburg,0,0
2012/13,4,7,Leverkusen,Gladbach,1,1
2012/13,4,8,Bremen,Stuttgart,2,2
2012/13,4,9,Hoffenheim,Hannover,3,1
2012/13,3,1,Augsburg,Wolfsburg,0,0
2012/13,3,2,Dortmund,Leverkusen,3,0
2012/13,3,3,Bayern,Mainz,3,1
2012/13,3,4,Gladbach,Nürnberg,2,3
2012/13,3,5,Stuttgart,Düsseldorf,0,0
2012/13,3,6,Hannover,Bremen,3,2
2012/13,3,7,Fürth,Schalke,0,2
2012/13,3,8,Freiburg,Hoffenheim,5,3
2012/13,3,9,E. Frankfurt,HSV,3,2
2012/13,2,1,Mainz,Fürth,0,1
2012/13,2,2,Schalke,Augsburg,3,1
2012/13,2,3,Leverkusen,Freiburg,2,0
2012/13,2,4,Bremen,HSV,2,0
2012/13,2,5,Nürnberg,Dortmund,1,1
2012/13,2,6,Hoffenheim,E. Frankfurt,0,4
2012/13,2,7,Düsseldorf,Gladbach,0,0
2012/13,2,8,Wolfsburg,Hannover,0,4
2012/13,2,9,Bayern,Stuttgart,6,1
2012/13,1,1,Dortmund,Bremen,2,1
2012/13,1,2,Gladbach,Hoffenheim,2,1
2012/13,1,3,Freiburg,Mainz,1,1
2012/13,1,4,Augsburg,Düsseldorf,0,2
2012/13,1,5,HSV,Nürnberg,0,1
2012/13,1,6,Fürth,Bayern,0,3
2012/13,1,7,E. Frankfurt,Leverkusen,2,1
2012/13,1,8,Stuttgart,Wolfsburg,0,1
2012/13,1,9,Hannover,Schalke,2,2
